id;Word;Frequency;Reading;English;Heisig_numbers;Heisig_chapter;kana_tier;kind
6467;フォーマット;7.67;フォーマット;format;[];0;5;loanword
6468;潰す;7.67;つぶす;crush;[1911];46;;vocab
6469;見込む;7.67;みこむ;expect;[61, 843];24;;vocab
6470;航空機;7.67;こうくうき;aircraft;[2014, 1414, 1482];50;;vocab
6471;らん;7.66;らん;Ran;[];0;4;vocab
6472;畳;7.66;たたみ;tatami;[1923];47;;vocab
6473;農薬;7.66;のうやく;agricultural chemical;[2170, 1873];55;;vocab
6474;コチ;7.65;コチ;Kochi;[];0;5;loanword
6475;少;7.65;すくな;Small;[111];7;;vocab
6476;セールス;7.65;セールス;Sales;[];0;5;loanword
6477;靖国神社;7.65;やすくにじんじゃ;Yasukuni Shrine;[9999, 624, 1200, 1173];99;;vocab
6478;総括;7.65;そうかつ;synthesis;[1466, 714];36;;vocab
6479;当てはまる;7.64;あてはまる;apply;[1236];31;;vocab
6480;軍人;7.64;ぐんじん;military personnel;[323, 1023];27;;vocab
6481;もてる;7.64;もてる;Popular;[];0;4;vocab
6482;折る;7.63;おる;Fold;[1211];31;;vocab
6483;僅か;7.63;わずか;slightly;[1699];40;;vocab
6484;そうなると;7.63;そうなると;If that happens;[];0;4;vocab
6485;雑談;7.63;ざつだん;chatting;[604, 374];21;;vocab
6486;見逃す;7.63;みのがす;miss;[61, 301];13;;vocab
6487;酷い;7.63;ひどい;terrible;[1539];38;;vocab
6488;計る;7.63;はかる;measure;[359];15;;vocab
6489;国道;7.63;こくどう;national highway;[624, 295];22;;vocab
6490;無名;7.63;むめい;unsigned;[1913, 117];46;;vocab
6491;固まる;7.63;かたまる;harden;[622];22;;vocab
6492;性別;7.62;せいべつ;distinction by sex;[1679, 94];40;;vocab
6493;弔;7.62;ちょう;condolences;[1319];33;;vocab
6494;好奇;7.62;こうき;inquisitiveness;[103, 133];7;;vocab
6495;まっすぐ;7.62;まっすぐ;Straight;[];0;4;vocab
6496;幻;7.62;まぼろし;illusion;[2006];50;;vocab
6497;気持;7.62;きもち;feeling;[2030, 712];51;;vocab
6498;ストック;7.62;ストック;stock;[];0;5;loanword
6499;みなさま;7.62;みなさま;Everyone;[];0;4;vocab
6500;みずから;7.62;みずから;By yourself;[];0;4;vocab
6501;ロバート;7.62;ロバート;Robert;[];0;5;loanword
6502;にあたる;7.61;にあたる;corresponds to;[];0;4;vocab
6503;通報;7.61;つうほう;report;[1511, 1625];39;;vocab
6504;替える;7.61;かえる;Replace;[905];25;;vocab
6505;攻略;7.61;こうりゃく;capture;[352, 314];15;;vocab
6506;虐殺;7.61;ぎゃくさつ;atrocity;[2153, 1607];54;;vocab
6507;構える;7.6;かまえる;Get ready;[1959];48;;vocab
6508;受け付ける;7.6;うけつける;accept;[794, 1075];27;;vocab
6509;適合;7.59;てきごう;conformity;[473, 269];18;;vocab
6510;思いっきり;7.59;おもいっきり;With all your might;[651];22;;vocab
6511;滑る;7.59;すべる;slide;[1384];34;;vocab
6512;逃す;7.59;のがす;escape;[301];13;;vocab
6513;一員;7.59;いちいん;person;[1, 59];4;;vocab
6514;まる;7.59;まる;circle;[];0;4;vocab
6515;水分;7.59;すいぶん;water;[137, 844];24;;vocab
6516;足す;7.59;たす;Add;[1372];34;;vocab
6517;核兵器;7.59;かくへいき;nuclear weapons;[1638, 1429, 127];39;;vocab
6518;お祭り;7.58;おまつり;Festival;[1183];30;;vocab
6519;周知;7.58;しゅうち;common knowledge;[339, 1308];33;;vocab
6520;洋服;7.58;ようふく;Western-style clothes;[588, 1501];37;;vocab
6521;ほん;7.58;ほん;book;[];0;4;vocab
6522;性的;7.58;せいてき;gender;[1679, 73];40;;vocab
6523;置き換える;7.57;おきかえる;replace;[895, 1122];28;;vocab
6524;皇帝;7.57;こうてい;emperor;[279, 466];18;;vocab
6525;発覚;7.57;はっかく;detection;[1840, 347];44;;vocab
6526;当たり;7.57;あたり;Win;[1236];31;;vocab
6527;足元;7.57;あしもと;at one's feet;[1372, 63];34;;vocab
6528;乏しい;7.57;とぼしい;poor;[1300];32;;vocab
6529;日誌;7.56;にっし;journal;[12, 646];22;;vocab
6530;太田;7.56;おおた;Ota;[126, 14];7;;vocab
6531;闘い;7.56;たたかい;fight;[1757];42;;vocab
6532;ウェイ;7.56;ウェイ;Way;[];0;5;loanword
6533;余談;7.56;よだん;digression;[1786, 374];43;;vocab
6534;数多く;7.56;かずおおく;Many;[998, 113];26;;vocab
6535;外見;7.56;がいけん;outward appearance;[116, 61];7;;vocab
6536;読み;7.56;よみ;reading;[372];15;;vocab
6537;目安;7.56;めやす;criterion;[15, 202];9;;vocab
6538;滝;7.55;たき;waterfall;[576];21;;vocab
6539;デザート;7.54;デザート;Dessert;[];0;5;loanword
6540;知性;7.54;ちせい;intelligence;[1308, 1679];40;;vocab
6541;満つ;7.54;みつ;Full;[1253];31;;vocab
6542;薬物;7.53;やくぶつ;medicines;[1873, 1129];45;;vocab
6543;敏感;7.53;びんかん;sensibility;[498, 662];22;;vocab
6544;ミリ;7.53;ミリ;Milli;[];0;5;loanword
6545;来年度;7.53;らいねんど;Next fiscal year;[2029, 1114, 1278];51;;vocab
6546;乳;7.53;ちち;milk;[786];23;;vocab
6547;醤油;7.53;しょうゆ;soy sauce;[9999, 1188];99;;vocab
6548;ぜんぜん;7.52;ぜんぜん;Not at all;[];0;2;vocab
6549;ついてる;7.52;ついてる;Lucky;[];0;4;vocab
6550;品目;7.52;ひんもく;item;[23, 15];2;;vocab
6551;トライ;7.51;トライ;Try;[];0;5;loanword
6552;総長;7.51;そうちょう;president;[1466, 2070];52;;vocab
6553;衝動;7.51;しょうどう;impulse;[1811, 1806];43;;vocab
6554;点数;7.51;てんすう;marks;[181, 998];26;;vocab
6555;フィンランド;7.51;フィンランド;Finland;[];0;5;loanword
6556;主観;7.51;しゅかん;subjectivity;[284, 614];21;;vocab
6557;スカ;7.51;スカ;Ska;[];0;5;loanword
6558;収納;7.51;しゅうのう;crop;[1628, 1456];39;;vocab
6559;岩手;7.51;いわて;Iwate;[832, 687];24;;vocab
6560;税率;7.51;ぜいりつ;tariff;[961, 1874];45;;vocab
6561;西村;7.5;にしむら;Nishimura;[1728, 221];41;;vocab
6562;今更;7.5;いまさら;now;[1711, 749];41;;vocab
6563;ボン;7.5;ボン;Bonn;[];0;5;loanword
6564;ナン;7.5;ナン;Naan;[];0;5;loanword
6565;題名;7.5;だいめい;title;[415, 117];17;;vocab
6566;部員;7.5;ぶいん;staff;[1988, 59];49;;vocab
6567;豊;7.49;ゆたか;Yutaka;[1551];38;;vocab
6568;横断;7.49;おうだん;crossing;[1888, 1218];45;;vocab
6569;担任;7.49;たんにん;in charge;[721, 1078];27;;vocab
6570;翌年;7.49;よくねん;following year;[617, 1114];28;;vocab
6571;文脈;7.48;ぶんみゃく;context;[1861, 2000];50;;vocab
6572;容器;7.48;ようき;container;[853, 127];24;;vocab
6573;基調;7.48;きちょう;basis;[1904, 373];46;;vocab
6574;酔う;7.48;よう;get drunk;[1543];38;;vocab
6575;無関係;7.48;むかんけい;Unrelated;[1913, 2173, 1493];55;;vocab
6576;お陰;7.47;おかげ;Thanks to;[1718];41;;vocab
6577;閣僚;7.47;かくりょう;cabinet ministers;[1752, 1842];44;;vocab
6578;兼ねる;7.47;かねる;be unable;[1723];41;;vocab
6579;内面;7.47;ないめん;inside;[1095, 2039];51;;vocab
6580;活;7.47;かつ;life;[154];8;;vocab
6581;アイス;7.47;アイス;ice;[];0;5;loanword
6582;許容;7.46;きょよう;permission;[611, 853];24;;vocab
6583;選考;7.46;せんこう;selection;[1944, 1341];47;;vocab
6584;さほど;7.46;さほど;Not so much;[];0;4;vocab
6585;宝;7.46;たから;treasure;[273];12;;vocab
6586;本能;7.46;ほんのう;instinct;[224, 2160];54;;vocab
6587;思い込む;7.45;おもいこむ;assume;[651, 843];24;;vocab
6588;レンジ;7.44;レンジ;range;[];0;5;loanword
6589;につれて;7.44;につれて;As;[];0;4;vocab
6590;ねらう;7.44;ねらう;Aim;[];0;4;vocab
6591;将棋;7.44;しょうぎ;shogi;[789, 1900];46;;vocab
6592;混じる;7.44;まじる;Mix;[487];18;;vocab
6593;キャンセル;7.44;キャンセル;cancel;[];0;5;loanword
6594;うた;7.44;うた;Song;[];0;4;vocab
6595;医薬品;7.44;いやくひん;Pharmaceuticals;[1829, 1873, 23];45;;vocab
6596;かわいそう;7.44;かわいそう;Poor thing;[];0;4;vocab
6597;条文;7.44;じょうぶん;text;[319, 1861];45;;vocab
6598;いじる;7.43;いじる;Tinker;[];0;4;vocab
6599;開店;7.43;かいてん;opening;[1750, 632];42;;vocab
6600;合流;7.43;ごうりゅう;confluence;[269, 826];23;;vocab
6601;亭;7.42;ちん;Tei;[333];14;;vocab
6602;しつこい;7.42;しつこい;Persistent;[];0;4;vocab
6603;心地;7.42;ここち;feeling;[639, 554];22;;vocab
6604;遂げる;7.42;とげる;accomplish;[579];21;;vocab
6605;競合;7.42;きょうごう;contention;[465, 269];18;;vocab
6606;たいした;7.42;たいした;Great;[];0;4;vocab
6607;浩;7.42;ひろし;Hiroshi;[9999];99;;vocab
6608;干渉;7.42;かんしょう;interference;[1777, 398];43;;vocab
6609;車内;7.41;しゃない;inside a train, car, etc.;[304, 1095];27;;vocab
6610;将軍;7.41;しょうぐん;general;[789, 323];23;;vocab
6611;卒業生;7.41;そつぎょうせい;Alumni;[1102, 1931, 1675];47;;vocab
6612;謝る;7.41;あやまる;apologize;[1339];34;;vocab
6613;負傷;7.41;ふしょう;injury;[67, 1071];27;;vocab
6614;騒ぎ;7.4;さわぎ;commotion;[2139];54;;vocab
6615;ブース;7.4;ブース;booth;[];0;5;loanword
6616;部署;7.4;ぶしょ;one's post;[1988, 1349];49;;vocab
6617;新着;7.4;しんちゃく;new arrivals;[1619, 594];39;;vocab
6618;テロリスト;7.39;テロリスト;terrorist;[];0;5;loanword
6619;飲み物;7.39;のみもの;drink;[1584, 1129];38;;vocab
6620;熊;7.39;くま;bear;[2159];54;;vocab
6621;原価;7.39;げんか;cost price;[142, 1729];41;;vocab
6622;商工;7.39;しょうこう;commerce and industry;[471, 80];18;;vocab
6623;先ず;7.38;まず;First;[263];11;;vocab
6624;喉;7.38;のど;throat;[1768];42;;vocab
6625;お祝い;7.38;おいわい;celebration;[1170];30;;vocab
6626;入り込む;7.38;はいりこむ;Enter;[842, 843];24;;vocab
6627;任命;7.38;にんめい;appointment;[1078, 1502];37;;vocab
6628;路上;7.38;ろじょう;road;[1376, 50];34;;vocab
6629;差す;7.37;さす;Insert;[593];21;;vocab
6630;通産省;7.37;つうさんしょう;Ministry of International Trade and Industry;[1511, 1681, 131];40;;vocab
6631;上野;7.37;うえの;Ueno;[50, 1722];41;;vocab
6632;震災;7.37;しんさい;earthquake disaster;[2166, 179];55;;vocab
6633;ライフスタイル;7.37;ライフスタイル;Lifestyle;[];0;5;loanword
6634;はぁ;7.37;はぁ;Haa;[];0;4;vocab
6635;長女;7.37;ちょうじょ;eldest daughter;[2070, 102];52;;vocab
6636;彫刻;7.37;ちょうこく;carving;[1846, 1639];45;;vocab
6637;リニューアル;7.37;リニューアル;Renewal;[];0;5;loanword
6638;就く;7.37;つく;Take up a position;[2121];53;;vocab
6639;大和;7.37;やまと;Yamato;[112, 963];26;;vocab
6640;労使;7.37;ろうし;labour and management;[924, 1065];27;;vocab
6641;傷つく;7.37;きずつく;hurt;[1071];27;;vocab
6642;どっか;7.36;どっか;somewhere;[];0;4;vocab
6643;品物;7.36;しなもの;goods;[23, 1129];29;;vocab
6644;職種;7.36;しょくしゅ;type of occupation;[887, 1810];43;;vocab
6645;商法;7.36;しょうほう;trade;[471, 813];23;;vocab
6646;ガル;7.36;ガル;Gal;[];0;5;loanword
6647;航海;7.35;こうかい;sail;[2014, 500];50;;vocab
6648;クイズ;7.35;クイズ;quiz;[];0;5;loanword
6649;近;7.35;ちか;near;[1210];31;;vocab
6650;飲める;7.35;のめる;Drinkable;[1584];38;;vocab
6651;山下;7.35;やました;Yamashita;[830, 51];24;;vocab
6652;弾圧;7.35;だんあつ;oppression;[2081, 163];53;;vocab
6653;カンボジア;7.34;カンボジア;Cambodia;[];0;5;loanword
6654;芸;7.34;げい;Art;[450];18;;vocab
6655;賛同;7.34;さんどう;approval;[906, 192];25;;vocab
6656;南北;7.34;なんぼく;south and north;[1740, 480];41;;vocab
6657;短期間;7.34;たんきかん;Short term;[1550, 1902, 1747];46;;vocab
6658;カウンセリング;7.34;カウンセリング;counseling;[];0;5;loanword
6659;津波;7.34;つなみ;tsunami;[350, 866];25;;vocab
6660;景観;7.34;けいかん;scenery;[336, 614];21;;vocab
6661;予言;7.34;よげん;prediction;[1719, 357];41;;vocab
6662;原子;7.34;げんし;atom;[142, 99];8;;vocab
6663;判;7.33;はん;judgment;[1289];32;;vocab
6664;大声;7.33;おおごえ;loud voice;[112, 2044];51;;vocab
6665;審理;7.33;しんり;trial;[2059, 283];52;;vocab
6666;実在;7.33;じつざい;reality;[1694, 740];40;;vocab
6667;ウィーン;7.33;ウィーン;Vienna;[];0;5;loanword
6668;ミルク;7.33;ミルク;milk;[];0;5;loanword
6669;本田;7.32;ほんだ;rice paddy;[224, 14];10;;vocab
6670;リストラ;7.32;リストラ;restructuring;[];0;5;loanword
6671;議題;7.32;ぎだい;topic of discussion;[692, 415];23;;vocab
6672;プラットフォーム;7.32;プラットフォーム;Platform;[];0;5;loanword
6673;戦場;7.31;せんじょう;battlefield;[2079, 584];53;;vocab
6674;六本木;7.31;ろっぽんぎ;Roppongi;[6, 224, 207];10;;vocab
6675;下ろす;7.31;おろす;Lower;[51];3;;vocab
6676;破産;7.31;はさん;bankruptcy;[869, 1681];40;;vocab
6677;景;7.31;けい;scenery;[336];14;;vocab
6678;果物;7.31;くだもの;fruit;[1202, 1129];30;;vocab
6679;給食;7.31;きゅうしょく;provision of lunch;[1449, 1582];38;;vocab
6680;アンド;7.31;アンド;and;[];0;5;loanword
6681;フェスティバル;7.3;フェスティバル;Festival;[];0;5;loanword
6682;喫茶店;7.29;きっさてん;coffee shop;[1670, 267, 632];40;;vocab
6683;セイ;7.29;セイ;Sei;[];0;5;loanword
6684;筆;7.29;ふで;brush;[1014];26;;vocab
6685;開会;7.29;かいかい;opening of a meeting;[1750, 814];42;;vocab
6686;ミュージカル;7.29;ミュージカル;musical;[];0;5;loanword
6687;亀;7.29;かめ;turtle;[573];21;;vocab
6688;出願;7.29;しゅつがん;application;[829, 143];24;;vocab
6689;単価;7.29;たんか;unit price;[2078, 1729];53;;vocab
6690;キャッチ;7.29;キャッチ;catch;[];0;5;loanword
6691;防御;7.29;ぼうぎょ;defense;[1399, 1500];37;;vocab
6692;構図;7.29;こうず;composition;[1959, 1264];48;;vocab
6693;ゴム;7.28;ゴム;rubber;[];0;5;loanword
6694;おしゃれ;7.28;おしゃれ;Stylish;[];0;4;vocab
6695;たけ;7.28;たけ;Take;[];0;4;vocab
6696;連日;7.27;れんじつ;every day;[305, 12];13;;vocab
6697;外相;7.27;がいしょう;Foreign Minister;[116, 222];10;;vocab
6698;餌;7.27;えさ;feed;[1588];38;;vocab
6699;微笑む;7.27;ほほえむ;smile;[954, 1008];26;;vocab
6700;身長;7.27;しんちょう;height;[1337, 2070];52;;vocab
6701;合間;7.27;あいま;interval;[269, 1747];42;;vocab
6702;名作;7.27;めいさく;masterpiece;[117, 1224];31;;vocab
6703;恒例;7.27;こうれい;established practice;[667, 1046];27;;vocab
6704;トピック;7.26;トピック;topic;[];0;5;loanword
6705;台所;7.26;だいどころ;kitchen;[805, 1208];31;;vocab
6706;すか;7.26;すか;Suka;[];0;4;vocab
6707;メガネ;7.26;メガネ;Glasses;[];0;5;loanword
6708;かの;7.26;かの;Kano;[];0;4;vocab
6709;抽出;7.25;ちゅうしゅつ;extraction;[1187, 829];30;;vocab
6710;刃;7.25;は;blade;[88];5;;vocab
6711;敗戦;7.25;はいせん;defeat;[353, 2079];53;;vocab
6712;密接;7.25;みっせつ;related;[837, 725];24;;vocab
6713;涼;7.25;りょう;Cool;[335];14;;vocab
6714;永田;7.25;ながた;Nagata;[139, 14];8;;vocab
6715;初回;7.25;しょかい;first time;[431, 630];22;;vocab
6716;水平;7.25;すいへい;level;[137, 1596];39;;vocab
6717;ロゴ;7.25;ロゴ;logo;[];0;5;loanword
6718;流動;7.25;りゅうどう;flow;[826, 1806];43;;vocab
6719;訴え;7.24;うったえ;lawsuit;[1221];31;;vocab
6720;ちまう;7.24;ちまう;Chimau;[];0;4;vocab
6721;コンパクト;7.24;コンパクト;compact;[];0;5;loanword
6722;好ましい;7.24;このましい;preferable;[103];6;;vocab
6723;リチャード;7.24;リチャード;Richard;[];0;5;loanword
6724;噛む;7.24;かむ;bite;[9999];99;;vocab
6725;満;7.24;みつる;Full;[1253];31;;vocab
6726;法曹;7.23;ほうそう;legal profession;[813, 1257];31;;vocab
6727;励む;7.23;はげむ;Encourage;[931];25;;vocab
6728;敷く;7.23;しく;lay;[2028];51;;vocab
6729;祝日;7.23;しゅくじつ;national holiday;[1170, 12];30;;vocab
6730;留まる;7.23;とまる;stay;[1527];37;;vocab
6731;現われる;7.23;あらわれる;appear;[275];12;;vocab
6732;よって;7.23;よって;Therefore;[];0;4;vocab
6733;測る;7.22;はかる;measure;[160];8;;vocab
6734;東西;7.22;とうざい;east and west;[543, 1728];41;;vocab
6735;無意味;7.22;むいみ;meaningless;[1913, 654, 233];46;;vocab
6736;に際して;7.22;にさいして;In this regard;[1392];35;;vocab
6737;新設;7.22;しんせつ;newly organized;[1619, 765];39;;vocab
6738;ジン;7.22;ジン;gin;[];0;5;loanword
6739;土台;7.21;どだい;foundation;[161, 805];23;;vocab
6740;よし;7.21;よし;Okay;[];0;4;vocab
6741;着物;7.21;きもの;clothing;[594, 1129];29;;vocab
6742;名目;7.2;めいもく;name;[117, 15];7;;vocab
6743;不在;7.2;ふざい;absence;[1302, 740];32;;vocab
6744;引き続く;7.2;ひきつづく;Continued;[1318, 1445];36;;vocab
6745;制服;7.2;せいふく;uniform;[447, 1501];37;;vocab
6746;何で;7.2;なんで;Why;[1087];27;;vocab
6747;前田;7.2;まえだ;Maeda;[309, 14];13;;vocab
6748;カイ;7.2;カイ;Kai;[];0;5;loanword
6749;体内;7.2;たいない;inside the body;[1030, 1095];27;;vocab
6750;ケイ;7.2;ケイ;Kei;[];0;5;loanword
6751;いやいや;7.2;いやいや;No, no;[];0;4;vocab
6752;お湯;7.2;おゆ;hot water;[585];21;;vocab
6753;ぶつける;7.2;ぶつける;hit;[];0;4;vocab
6754;パスタ;7.19;パスタ;pasta;[];0;5;loanword
6755;国旗;7.19;こっき;national flag;[624, 1901];46;;vocab
6756;モール;7.19;モール;mall;[];0;5;loanword
6757;補給;7.18;ほきゅう;supply;[1983, 1449];49;;vocab
6758;始末;7.18;しまつ;management;[809, 231];23;;vocab
6759;題材;7.18;だいざい;subject;[415, 738];23;;vocab
6760;デンマーク;7.17;デンマーク;Denmark;[];0;5;loanword
6761;たばこ;7.17;たばこ;tobacco;[];0;4;vocab
6762;おはよう;7.17;おはよう;good morning;[];0;4;vocab
6763;祖父;7.17;そふ;grandfather;[1918, 1366];47;;vocab
6764;受け継ぐ;7.17;うけつぐ;inherit;[794, 1470];36;;vocab
6765;比例;7.16;ひれい;proportion;[482, 1046];27;;vocab
6766;機動;7.16;きどう;maneuver;[1482, 1806];43;;vocab
6767;調節;7.16;ちょうせつ;regulation;[373, 1574];38;;vocab
6768;日本銀行;7.16;にっぽんぎんこう;Bank of Japan;[12, 224, 1569, 938];38;;vocab
6769;造り;7.16;つくり;Construction;[299];13;;vocab
6770;歳出;7.16;さいしゅつ;annual expenditure;[551, 829];24;;vocab
6771;ナウ;7.15;ナウ;Now;[];0;5;loanword
6772;すっごい;7.15;すっごい;Amazing;[];0;4;vocab
6773;有難う;7.15;ありがとう;Thank you;[83, 1703];40;;vocab
6774;艦;7.15;かん;ship;[2020];50;;vocab
6775;入荷;7.15;にゅうか;arrival of goods;[842, 1088];27;;vocab
6776;願望;7.14;がんぼう;desire;[143, 528];19;;vocab
6777;一行;7.14;いっこう;line;[1, 938];25;;vocab
6778;ホームズ;7.14;ホームズ;Holmes;[];0;5;loanword
6779;モジュール;7.14;モジュール;Module;[];0;5;loanword
6780;理科;7.14;りか;science;[283, 1263];31;;vocab
6781;サミット;7.14;サミット;Summit;[];0;5;loanword
6782;すいません;7.13;すいません;Sorry;[];0;4;vocab
6783;ソング;7.13;ソング;song;[];0;5;loanword
6784;別途;7.13;べっと;special;[94, 1790];43;;vocab
6785;官庁;7.13;かんちょう;government office;[1363, 635];34;;vocab
6786;サム;7.13;サム;Sam;[];0;5;loanword
6787;武士;7.13;ぶし;warrior;[403, 341];17;;vocab
6788;蕎麦;7.13;そば;buckwheat;[9999, 1653];99;;vocab
6789;やばい;7.13;やばい;terrible;[];0;4;vocab
6790;フォロー;7.12;フォロー;Follow;[];0;5;loanword
6791;同等;7.12;どうとう;equality;[192, 1016];26;;vocab
6792;ストリート;7.12;ストリート;Street;[];0;5;loanword
6793;芝;7.12;しば;Shiba;[1301];32;;vocab
6794;カトリック;7.12;カトリック;Catholic;[];0;5;loanword
6795;無責任;7.12;むせきにん;irresponsible;[1913, 1661, 1078];46;;vocab
6796;メソッド;7.12;メソッド;Methods;[];0;5;loanword
6797;処;7.12;しょ;Place;[318];13;;vocab
6798;提唱;7.12;ていしょう;advocacy;[718, 21];23;;vocab
6799;募金;7.12;ぼきん;fund-raising;[925, 287];25;;vocab
6800;すすめる;7.12;すすめる;Recommend;[];0;4;vocab
6801;市販;7.11;しはん;selling on the market;[440, 783];23;;vocab
6802;日刊;7.11;にっかん;daily issue;[12, 1779];43;;vocab
6803;銭;7.11;せん;Money;[394];16;;vocab
6804;他の;7.11;たの;other;[1034];27;;vocab
6805;入居;7.11;にゅうきょ;moving into;[842, 1143];29;;vocab
6806;助手;7.11;じょしゅ;helper;[1921, 687];47;;vocab
6807;成田;7.11;なりた;Narita;[386, 14];16;;vocab
6808;アド;7.11;アド;Ad;[];0;5;loanword
6809;パスポート;7.1;パスポート;passport;[];0;5;loanword
6810;ギリギリ;7.1;ギリギリ;Just barely;[];0;5;loanword
6811;モスクワ;7.1;モスクワ;Moscow;[];0;5;loanword
6812;アレルギー;7.1;アレルギー;allergy;[];0;5;loanword
6813;特権;7.1;とっけん;privilege;[261, 613];21;;vocab
6814;聞かす;7.1;きかす;Listen;[1754];42;;vocab
6815;管轄;7.1;かんかつ;jurisdiction;[1365, 1672];40;;vocab
6816;位置づける;7.1;いちづける;Position;[1028, 895];27;;vocab
6817;ラウンド;7.1;ラウンド;round;[];0;5;loanword
6818;はて;7.09;はて;Hate;[];0;4;vocab
6819;汚れ;7.09;よごれ;dirt;[1334];33;;vocab
6820;フォン;7.09;フォン;phone;[];0;5;loanword
6821;政;7.08;せい;Government;[407];17;;vocab
6822;尾;7.08;お;tail;[2064];52;;vocab
6823;建つ;7.08;たつ;stand;[417];17;;vocab
6824;真に;7.08;しんに;truly;[79];5;;vocab
6825;マラソン;7.08;マラソン;marathon;[];0;5;loanword
6826;引っ越す;7.08;ひっこす;move;[1318, 413];33;;vocab
6827;にわたり;7.08;にわたり;Over;[];0;4;vocab
6828;連帯;7.08;れんたい;solidarity;[305, 444];18;;vocab
6829;らい;7.08;らい;lie;[];0;4;vocab
6830;着実;7.07;ちゃくじつ;steady;[594, 1694];40;;vocab
6831;人件;7.07;じんけん;Personnel;[1023, 1032];27;;vocab
6832;技法;7.07;ぎほう;technique;[769, 813];23;;vocab
6833;あまりの;7.07;あまりの;Too much;[];0;4;vocab
6834;不具合;7.07;ふぐあい;defect;[1302, 78, 269];32;;vocab
6835;オフィシャル;7.07;オフィシャル;Official;[];0;5;loanword
6836;検;7.07;けん;Examination;[1803];43;;vocab
6837;時事;7.07;じじ;events of the day;[171, 1240];31;;vocab
6838;プレゼン;7.07;プレゼン;presentation;[];0;5;loanword
6839;フライ;7.07;フライ;fly;[];0;5;loanword
6840;副作用;7.07;ふくさよう;side effects;[93, 1224, 1265];31;;vocab
6841;関節;7.07;かんせつ;joints;[2173, 1574];55;;vocab
6842;濃度;7.07;のうど;concentration;[2171, 1278];55;;vocab
6843;戦士;7.07;せんし;soldier;[2079, 341];53;;vocab
6844;十月;7.07;じゅうがつ;October;[10, 13];1;;vocab
6845;中毒;7.07;ちゅうどく;poisoning;[39, 1651];40;;vocab
6846;社会党;7.06;しゃかいとう;Socialist Party;[1173, 814, 860];30;;vocab
6847;あたかも;7.06;あたかも;As if;[];0;4;vocab
6848;登校;7.06;とうこう;attendance;[1838, 1371];44;;vocab
6849;プレゼンテーション;7.05;プレゼンテーション;presentation;[];0;5;loanword
6850;バナナ;7.05;バナナ;banana;[];0;5;loanword
6851;味噌;7.05;みそ;miso;[233, 9999];99;;vocab
6852;プライド;7.05;プライド;pride;[];0;5;loanword
6853;不定期;7.05;ふていき;Irregular;[1302, 408, 1902];46;;vocab
6854;イチ;7.05;イチ;One;[];0;5;loanword
6855;追跡;7.05;ついせき;pursuit;[1359, 1883];45;;vocab
6856;とぶ;7.05;とぶ;Fly;[];0;4;vocab
6857;旬;7.04;しゅん;Season;[71];4;;vocab
6858;延期;7.04;えんき;postponement;[419, 1902];46;;vocab
6859;松田;7.04;まつだ;Matsuda;[848, 14];24;;vocab
6860;各自;7.04;かくじ;individual;[311, 36];13;;vocab
6861;馴染み;7.04;なじみ;Familiarity;[9999, 548];99;;vocab
6862;お互いに;7.03;おたがいに;each other;[819];23;;vocab
6863;ともあれ;7.03;ともあれ;Anyway;[];0;4;vocab
6864;値する;7.03;あたいする;Deserving;[1052];27;;vocab
6865;繁栄;7.03;はんえい;prospering;[1435, 348];36;;vocab
6866;暴走;7.03;ぼうそう;running wildly;[1941, 410];47;;vocab
6867;ヤフー;7.03;ヤフー;Yahoo!;[];0;5;loanword
6868;免疫;7.03;めんえき;immunity;[2126, 1824];53;;vocab
6869;ターン;7.02;ターン;turn;[];0;5;loanword
6870;老;7.02;ろう;old man;[1340];34;;vocab
6871;いじめ;7.02;いじめ;Bullying;[];0;4;vocab
6872;着手;7.02;ちゃくしゅ;to start work;[594, 687];23;;vocab
6873;新型;7.02;しんがた;new type;[1619, 735];39;;vocab
6874;のせる;7.02;のせる;Place;[];0;4;vocab
6875;教わる;7.01;おそわる;be taught;[1343];34;;vocab
6876;中盤;7.01;ちゅうばん;middle;[39, 2017];50;;vocab
6877;江;7.01;こう;Jiang;[148];8;;vocab
6878;河;7.0;かわ;river;[157];8;;vocab
6879;のぼる;7.0;のぼる;Climb;[];0;4;vocab
6880;優;7.0;ゆう;Excellent;[1068];27;;vocab
6881;チリ;7.0;チリ;Chile;[];0;5;loanword
6882;桁;7.0;けた;digit;[956];25;;vocab
6883;おかしな;7.0;おかしな;Strange;[];0;4;vocab
6884;均衡;6.99;きんこう;equilibrium;[172, 957];25;;vocab
6885;プラスチック;6.99;プラスチック;plastic;[];0;5;loanword
6886;ロビー;6.99;ロビー;lobby;[];0;5;loanword
6887;到来;6.99;とうらい;arrival;[817, 2029];51;;vocab
6888;弦;6.99;つる;string;[1487];36;;vocab
6889;建造;6.99;けんぞう;building;[417, 299];17;;vocab
6890;精一杯;6.99;せいいっぱい;To the best of my ability;[1655, 1, 1304];40;;vocab
6891;用事;6.99;ようじ;tasks;[1265, 1240];31;;vocab
6892;下りる;6.99;おりる;Get off;[51];3;;vocab
6893;さっさと;6.98;さっさと;quickly;[];0;4;vocab
6894;商人;6.98;しょうにん;trader;[471, 1023];27;;vocab
6895;タワー;6.98;タワー;Tower;[];0;5;loanword
6896;上田;6.98;うえだ;high rice field;[50, 14];3;;vocab
